Cod;Produto;Grupo
C0268A;Sanduíche, pão francês, c/ presunto, queijo muçarela e manteiga <<Sandwich, french bread, with ham, mozzarella cheese and butter>>;Cereais
C0269A;Sanduíche, pão forma tradicional, c/ presunto, queijo muçarela e margarina <<Sandwich, white bread, with ham, mozzarella cheese and margarine>>;Cereais
C0270A;Sanduíche, pão francês, c/ presunto, queijo muçarela e margarina <<Sandwich, french bread, with ham, mozzarella cheese and margarine>>;Cereais
C0271A;Sanduíche, pão forma integral, c/ presunto, queijo muçarela e margarina <<Sandwich, whole wheat bread, with ham, mozzarella cheese and margarine>>;Cereais
C0272A;Sanduíche, pão branco tradicional, c/ queijo muçarela e margarina <<Sandwich, white bread, with mozzarella cheese and margarine>>;Cereais
C0273A;Sanduíche, pão francês, c/ queijo muçarela e margarina <<Sandwich, french bread, with mozzarella cheese and margarine>>;Cereais
C0274A;Sanduíche, pão forma integral, c/ queijo muçarela e margarina <<Sandwich, whole wheat bread, with mozzarella cheese and margarine>>;Cereais
C0275A;Sanduíche, pão branco tradicional, c/ queijo muçarela e manteiga <<Sandwich, white bread, with mozzarella cheese and butter>>;Cereais
C0276A;Sanduíche, pão forma integral, c/ queijo muçarela e maionese <<Sandwich, whole wheat bread, with mozzarella cheese and mayonnaise>>;Cereais
C0277A;Sanduíche, pão forma integral, c/ queijo muçarela <<Sandwich, whole wheat bread, with mozzarella cheese>>;Cereais
C0278A;Sanduíche, pão forma integral, c/ queijo muçarela e manteiga <<Sandwich, whole wheat bread, with mozzarella cheese and butter>>;Cereais
C0279A;Sanduíche, pão francês, c/ queijo muçarela e maionese <<Sandwich, french bread, with mozzarella cheese and mayonnaise>>;Cereais
C0280A;Sanduíche, pão francês, c/ queijo muçarela e manteiga <<Sandwich, french bread, with mozzarella cheese and butter>>;Cereais
C0281A;Sanduíche, pão branco tradicional, c/ queijo prato e margarina <<Sandwich, white bread, with prato cheese and margarine>>;Cereais
C0282A;Sanduíche, pão francês, c/ queijo prato e margarina <<Sandwich, french bread, with prato cheese and margarine>>;Cereais
C0283A;Sanduíche, pão forma integral, c/ queijo prato e margarina <<Sandwich, whole wheat bread, with prato cheese and margarine>>;Cereais
C0284A;Sanduíche, pão branco tradicional, c/ queijo prato e manteiga <<Sandwich, white bread, with prato cheese and butter>>;Cereais
C0285A;Sanduíche, pão forma integral, c/queijo prato e maionese <<Sandwich, whole wheat bread, with prato cheese and mayonnaise>>;Cereais
C0286A;Sanduíche, pão forma integral, c/ queijo prato <<Sandwich, whole wheat bread, with prato cheese>>;Cereais
C0287A;Sanduíche, pão forma integral, c/ queijo prato e manteiga <<Sandwich, whole wheat bread, with prato cheese and butter>>;Cereais
C0288A;Sanduíche, pão francês, c/ queijo prato e maionese <<Sandwich, french bread, with prato cheese and mayonnaise>>;Cereais
C0289A;Sanduíche, pão francês, c/ queijo prato <<Sandwich, french bread, with prato cheese>>;Cereais
C0290A;Sanduíche, pão francês, c/ queijo prato e manteiga <<Sandwich, french bread, with prato cheese and butter>>;Cereais
C0291A;Sanduíche, hambúrguer bovino grelhado(c/ pão hambúrguer), c/ ovo frito <<Sandwich, grilled beef burger, bread, with fried egg>>;Cereais
C0292A;Sanduíche, hambúrguer bovino grelhado(c/ pão hambúrguer), c/ ovo frito e maionese <<Sandwich, grilled beef burger, bread, with fried egg and mayonnaise>>;Cereais
C0293A;Sanduíche, hambúrguer bovino grelhado(c/ pão hambúrguer), c/ alface, tomate e ovo frito <<Sandwich, grilled beef burger, bread, with lettuce, tomato and fried egg>>;Cereais
C0294A;Sanduíche, hambúrguer bovino grelhado(c/ pão hambúrguer), c/ alface, tomate, maionese e ovo frito <<Sandwich, grilled beef burger, bread, with lettuce, tomato, mayonnaise and fried egg>>;Cereais
C0295A;Sanduíche, pão francês c/ salame e manteiga <<Sandwich, french bread, with salami and butter>>;Cereais
C0296A;Sanduíche, pão francês c/ salame e margarina <<Sandwich, french bread, with salami and margarine>>;Cereais
C0297A;Sanduíche, pão francês c/ salame <<Sandwich, french bread, with salami>>;Cereais
C0298A;Sanduíche, pão francês c/ presunto e manteiga <<Sandwich, french bread, with ham and butter>>;Cereais
C0299A;Sanduíche, pão francês c/ presunto e margarina <<Sandwich, french bread, with ham and margarine>>;Cereais
C0300A;Sanduíche, pão francês c/ presunto <<Sandwich, french bread, with salami>>;Cereais
C0301A;Sanduíche, pão forma tradicional c/ presunto e maionese <<Sandwich, white bread, with ham and mayonnaise>>;Cereais
C0302A;Sanduíche, pão forma integral c/ presunto <<Sandwich, wheat whole bread, with ham>>;Cereais
C0303A;Sanduíche, pão forma tradicional c/ presunto e manteiga <<Sandwich, white bread, with ham and butter>>;Cereais
C0304A;Sanduíche, pão forma integral c/ presunto e maionese <<Sandwich, wheat whole bread, with ham and mayonnaise>>;Cereais
C0305A;Sanduíche, pão forma integral c/ presunto <<Sandwich, wheat whole bread, with ham>>;Cereais
C0306A;Sanduíche, pão forma integral c/ presunto e manteiga <<Sandwich, wheat whole bread, with ham and butter>>;Cereais
C0307A;Sanduíche, pão forma tradicional c/ presunto e margarina <<Sandwich, white bread, with ham and margarine>>;Cereais
C0308A;Sanduíche, pão francês c/ presunto e margarina <<Sandwich, french bread, with ham and margarine>>;Cereais
C0309A;Sanduíche, pão forma integral c/ presunto e margarina <<Sandwich, wheat whole bread, with ham and margarine>>;Cereais
C0310A;Sanduíche, pão francês c/ mortadela e manteiga <<Sandwich, french bread, with morrtadella and butter>>;Cereais
C0311A;Sanduíche, pão francês c/ mortadela e margarina <<Sandwich, french bread, with mortadella and margarine>>;Cereais
C0312A;Sanduíche, pão francês c/ mortadela <<Sandwich, french bread, with mortadella>>;Cereais
C0313A;Sanduíche, pão francês c/ mortadela <<Sandwich, french bread, with mortadella>>;Cereais
C0314A;Sanduíche, pão francês c/ presunto e margarina <<Sandwich, french bread, with ham and margarine>>;Cereais
C0315A;Sanduíche, pão francês, c/ queijo minas frescal e manteiga <<Sandwich, french bread, with cheese minas fresh and butter>>;Cereais
C0316A;Sanduíche, pão francês c/ queijo minas frescal e margarina <<Sandwich, french bread, with minas cheese fresh and margarine >>;Cereais
C0317A;Sanduíche, pão francês, c/ queijo minas frescal <<Sandwich, with minas cheese fresh>>;Cereais
C0318A;Sanduíche, hambúrguer grelhado (c/ pão hambúrguer), c/ alface, tomate, queijo prato, maionese e ovo frito <<Sandwich, grilled beef burger, bread, with lettuce, tomato, prato cheese, mayonnaise and fried egg>>;Cereais
C0319A;Sanduíche, hambúrguer, c/ alface, tomate, queijo prato, bacon, maionese e ovo frito <<Sandwich, hamburguer, with lettuce, tomato, prato cheese, bacon, mayonnaise and fried egg>>;Cereais
C0320A;Sanduíche, pão francês c/ queijo muçarela <<Sandwich, french bread, with mozzarella cheese>>;Cereais
C0321A;Sanduíche, pão forma integral, c/ queijo prato e maionese <<Sandwich, wheat whole bread, with prato cheese and mayonnaise>>;Cereais
C0406A;Sanduíche, pão forma tradicional c/ peito de frango grelhado, alface americana, cenoura crua, tomate e maionese <<Sandwich, white bread, with breast chicken grilled, americana lettuce, raw carrot, tomato and mayonnaise>>;Cereais
C0407A;Sanduíche, pão forma integral c/ peito de frango grelhado, alface americana, cenoura crua e tomate <<Sandwich, wheat whole bread, with breast chicken grilled, americana lettuce, raw carrot and tomato>>;Cereais
C0408A;Sanduíche, pão forma tradicional c/ peito de frango grelhado, alface americana, cenoura crua e tomate <<Sandwich, with breast chicken grilled, americana lettuce, raw carrot and tomato>>;Cereais
C0258A;Sanduíche, pão forma integral c/ presunto, queijo muçarela, alface, tomate, maionese e ovo frito <<Sandwich, with ham mozzarella cheese, lettuce, tomato, mayonnaise and fried egg>>;Cereais
C0325A;Sanduíche, pão forma integral c/ peito de frango grelhado, alface americana, cenoura crua, tomate e molho de iogurte <<Sandwich, whole wheat bread, with breast chicken grilled, americana lettuce, raw carrot, tomato and yogurt sauce>>;Cereais
C0326A;Sanduíche, pão forma tradicional c/ peito de frango grelhado, alface americana, cenoura crua, tomate e molho de iogurte <<Sandwich, white bread, with breast chicken grilled, americana lettuce, raw carrot, tomato and yogurt sauce>>;Cereais
C0327A;Sanduíche, pão forma tradicional c/ peito de peru defumado, queijo minas frescal e maionese <<Sandwich, white bread, with breast turkey smoked, minas cheese fresh and mayonnaise>>;Cereais
C0328A;Sanduíche, pão forma tradicional c/ peito de peru defumado and queijo minas frescal <<Sandwich, white bread, with breast turkey smoked and minas cheese fresh>>;Cereais
C0329A;Sanduíche, pão forma tradicional c/ peito de peru defumado, queijo minas frescal e manteiga <<Sandwich, white bread, with breast turkey smoked, minas cheese fresh and butter>>;Cereais
C0330A;Sanduíche, pão forma integral c/ peito de peru defumado, queijo minas frescal e maionese <<Sandwich, whole wheat bread, with breast turkey smoked, minas cheese fresh and mayonnaise>>;Cereais
C0331A;Sanduíche, pão forma integral c/ peito de peru defumado e queijo minas frescal <<Sandwich, whole wheat bread, with breast turkey smoked and minas cheese fresh>>;Cereais
C0332A;Sanduíche, pão forma integral c/ peito de peru defumado, queijo minas frescal e manteiga <<Sandwich, whole wheat bread, with breast turkey smoked, minas cheese fresh and butter>>;Cereais
C0333A;Sanduíche, pão francês c/ peito de peru defumado, queijo minas frescal e maionese <<Sandwich, french bread, with breast turkey smoked, minas cheese fresh and mayonnaise>>;Cereais
C0334A;Sanduíche, pão francês c/ peito de peru defumado e queijo minas frescal <<Sandwich, french bread, with breast turkey smoked and minas cheese fresh>>;Cereais
C0335A;Sanduíche, pão francês c/ peito de peru defumado, queijo minas frescal e manteiga <<Sandwich, french bread, with breast turkey smoked, minas cheese fresh and butter>>;Cereais
C0336A;Sanduíche, pão forma tradicional c/ peito de peru defumado, queijo minas frescal e margarina <<Sandwich, white bread, with breast turkey smoked, minas cheese fresh and margarine>>;Cereais
C0337A;Sanduíche, pão francês c/ peito de peru defumado, queijo minas frescal e margarina <<Sandwich, french bread, with breast turkey smoked, minas cheese fresh and margarine>>;Cereais
C0338A;Sanduíche, pão forma integral c/ peito de peru defumado, queijo minas frescal e margarina <<Sandwich, whole wheat bread, with breast turkey smoked, minas cheese fresh and margarine>>;Cereais
C0339A;Sanduíche, pão forma tradicional c/ peito de peru defumado, queijo muçarela e maionese <<Sandwich, white bread, with breast turkey smoked, mozzarella cheese and mayonnaise>>;Cereais
C0340A;Sanduíche, pão forma tradicional c/ peito de peru defumado and queijo muçarela <<Sandwich, white bread, with breast turkey smoked and mozzarella cheese>>;Cereais
C0341A;Sanduíche, pão forma tradicional c/ peito de peru defumado, queijo muçarela e manteiga <<Sandwich, white bread, with breast turkey smoked, mozzarella cheese and butter>>;Cereais
C0342A;Sanduíche, pão forma integral c/ peito de peru defumado, queijo muçarela e maionese <<Sandwich, whole wheat bread, with breast turkey smoked, mozzarella cheese and mayonnaise>>;Cereais
C0343A;Sanduíche, pão forma integral c/ peito de peru defumado e queijo muçarela <<Sandwich, whole wheat bread, with breast turkey smoked and mozzarella cheese>>>>;Cereais
C0344A;Sanduíche, pão forma integral c/ peito de peru defumado, queijo muçarela e manteiga <<Sandwich, whole wheat bread, with breast turkey smoked, mozzarella cheese and butter>>;Cereais
C0345A;Sanduíche, pão francês c/ peito de peru defumado, queijo muçarela e maionese <<Sandwich, french bread, with breast turkey smoked, mozzarella cheese and mayonnaise>>;Cereais
C0346A;Sanduíche, pão francês c/ peito de peru defumado e queijo muçarela <<Sandwich, french bread, with breast turkey smoked and mozzarella cheese>>;Cereais
C0347A;Sanduíche, pão francês c/ peito de peru defumado, queijo muçarela e manteiga <<Sandwich, french bread, with breast turkey smoked, mozzarella cheese and butter>>;Cereais
C0348A;Sanduíche, pão forma tradicional c/ peito de peru defumado, queijo muçarela e margarina <<Sandwich, white bread, with breast turkey smoked, mozzarella cheese and margarine>>;Cereais
C0349A;Sanduíche, pão francês c/ peito de peru defumado, queijo muçarela e margarina <<Sandwich, french bread, with breast turkey smoked, mozzarella cheese and margarine>>>>;Cereais
C0350A;Sanduíche, pão forma integral c/ peito de peru defumado, queijo muçarela e margarina <<Sandwich, whole wheat bread, with breast turkey smoked, mozzarella cheese and margarine>>;Cereais
C0351A;Sanduíche, pão forma tradicional c/ peito de peru defumado, queijo prato e maionese <<Sandwich, white bread, with breast turkey smoked, prato cheese and mayonnaise>>;Cereais
C0352A;Sanduíche, pão forma tradicional c/ peito de peru defumado and queijo prato <<Sandwich, white bread, with breast turkey smoked and prato cheese>>;Cereais
C0353A;Sanduíche, pão forma tradicional c/ peito de peru defumado, queijo prato e manteiga <<Sandwich, white bread, with breast turkey smoked, prato cheese and butter>>;Cereais
C0354A;Sanduíche, pão forma integral c/ peito de peru defumado, queijo prato e maionese <<Sandwich, whole wheat bread, with breast turkey smoked, prato cheese and mayonnaise>>;Cereais
C0355A;Sanduíche, pão forma integral c/ peito de peru defumado e queijo prato <<Sandwich, whole wheat bread, with breast turkey smoked and prato cheese>>;Cereais
C0356A;Sanduíche, pão forma integral c/ peito de peru defumado, queijo prato e manteiga <<Sandwich, whole wheat bread, with breast turkey smoked, prato cheese and butter>>;Cereais
C0357A;Sanduíche, pão francês c/ peito de peru defumado, queijo prato e maionese <<Sandwich, french bread, with breast turkey smoked, prato cheese and mayonnaise>>;Cereais
C0358A;Sanduíche, pão francês c/ peito de peru defumado e queijo prato <<Sandwich, french bread, with breast turkey smoked and prato cheese>>;Cereais
C0359A;Sanduíche, pão francês c/ peito de peru defumado, queijo prato e manteiga <<Sandwich, french bread, with breast turkey smoked, prato cheese and butter>>;Cereais
C0360A;Sanduíche, pão forma tradicional c/ peito de peru defumado, queijo prato e margarina <<Sandwich, white bread, with breast turkey smoked, prato cheese and margarine>>;Cereais
C0361A;Sanduíche, pão francês c/ peito de peru defumado, queijo prato e margarina <<Sandwich, french bread, with breast turkey smoked, prato cheese and margarine>>;Cereais
C0362A;Sanduíche, pão forma integral c/ peito de peru defumado, queijo prato e margarina <<Sandwich, whole wheat bread, with breast turkey smoked, prato cheese and margarine>>;Cereais
C0363A;Sanduíche, cachorro quente c/ salsicha de frango (pão para hot dog), c/ catchup, mostarda e maionese <<Sandwich, hot dog, chicken frankfurter, with ketchup, mustard, mayonnaise>>;Cereais
C0364A;Sanduíche, cachorro quente c/ salsicha de frango (pão para hot dog), c/ catchup, mostarda, maionese, milho, ervilha, purê de batata, molho vinagrete e batata palha <<Sandwich, hot dog, chicken frankfurter, with ketchup, mustard, mayonnaise, green pea and corn canned, potato mashed, potato fried and Sauce (tomato, onion, parsley, vinegar and oil)>>;Cereais
C0365A;Sanduíche, cachorro quente c/ salsicha de frango (pão para hot dog), c/ milho, ervilha, batata palha e molho de tomate <<Sandwich, hot dog, chicken frankfurter, with green pea and corn canned, potato fried and tomato sauce>>;Cereais
C0366A;Sanduíche, cachorro quente c/ salsicha de frango (pão para hot dog), c/ molho de tomate <<Sandwich, hot dog, chicken frankfurter, with tomato sauce>>;Cereais
C0367A;Sanduíche, peito de frango grelhado (pão de hambúrguer) , c/ catchup, mostarda e maionese <<Sandwich, breast chicken grilled, bread, with ketchup, mustard, mayonnaise>>;Cereais
C0368A;Sanduíche, peito de frango grelhado (pão de hambúrguer) <<Sandwich, breast chicken grilled, bread>>;Cereais
C0369A;Sanduíche, peito de frango grelhado (pão de hambúrguer), c/ maionese <<Sandwich, breast chicken grilled, bread and mayonnaise>>;Cereais
C0370A;Sanduíche, peito de frango grelhado (pão de hambúrguer) , c/ queijo prato, cebola e pepino <<Sandwich, breast chicken grilled, bread, with prato cheese, onion and cucumber>>;Cereais
C0371A;Sanduíche, peito de frango grelhado (pão de hambúrguer) , c/ queijo prato <<Sandwich, breast chicken grilled, bread, with prato cheese>>;Cereais
C0372A;Sanduíche, peito de frango grelhado (pão de hambúrguer) , c/ queijo prato e maionese <<Sandwich, breast chicken grilled, bread, with prato cheese and mayonnaise>>;Cereais
C0373A;Sanduíche, peito de frango grelhado (pão de hambúrguer) , c/ alface e tomate <<Sandwich, breast chicken grilled, bread, with lettuce and tomato>>;Cereais
C0374A;Sanduíche, peito de frango grelhado (pão de hambúrguer) , c/ alface, tomate e maionese <<Sandwich, breast chicken grilled, bread, with lettuce, tomato and mayonnaise>>;Cereais
C0375A;Sanduíche, peito de frango grelhado (pão de hambúrguer) , c/ queijo prato, alface e tomate <<Sandwich, breast chicken grilled, bread, with prato cheese, lettuce and tomato>>;Cereais
C0376A;Sanduíche, peito de frango grelhado (pão de hambúrguer) , c/ queijo prato, alface, tomate e maionese <<Sandwich, breast chicken grilled, bread, with prato cheese, lettuce, tomato and mayonnaise>>;Cereais
C0377A;Sanduíche, pão forma tradicional c/ presunto, queijo muçarela e requeijão <<Sandwich, with ham, mozzarella cheese and cheese spread>>;Cereais
C0378A;Sanduíche, pão forma integral c/ presunto, queijo muçarela e requeijão <<Sandwich, with ham, mozzarella cheese and chesse spread>>;Cereais
C0379A;Sanduíche, pão francês c/ presunto, queijo muçarela e requeijão <<Sandwich, with ham, mozzarella cheese and chesse spread>>;Cereais
C0380A;Sanduíche, pão forma tradicional c/ presunto, queijo muçarela e cream cheese <<Sandwich, with ham, mozzarella cheese and cream cheese>>;Cereais
C0381A;Sanduíche, pão forma integral c/ presunto, queijo muçarela e cream cheese <<Sandwich, with ham, mozzarella cheese and cream cheese>>;Cereais
C0382A;Sanduíche, pão francês c/ presunto, queijo muçarela e cream cheese <<Sandwich, with ham, mozzarella cheese and cream cheese>>;Cereais
C0383A;Sanduíche, baguete. c/ queijo muçarela, alface, tomate e mortadela <<Sandwich, baguete, with mozzarella cheese, lettuce, tomato and mortadella>>;Cereais
C0384A;Sanduíche, baguete, c/ queijo muçarela, alface, tomate, peito de frango grelhado e maionese <<Sandwich, baguete, with mozzarella cheese, lettuce, tomato breast chicken grilled and mayonnaise>>;Cereais
